Question ID,Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8
43ce42e1-50f3-4a2a-8b48-b8add5041354,b25f33b5-8f5a-489e-a73c-2e470005849b,That the wrong decision is made due to lack of understanding of the issue ,Negative,AI acting on incomplete or inaccurate data,AI making harmful or wrong decisions,AI misunderstanding family needs or context,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,2624751f-fda7-4343-98b1-85c6398a9d7b,That there would be instances where decisions should not be made purely based on fact but would need some emotional or nuanced input for the correct decision to be made.,Neutral,"AI making decisions based on logic, not values","Lack of human judgment, empathy, or nuance",,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,a06b29bf-fcd2-4eb7-b9bd-d641054daa7d,That they are wrong or acting as a doctor or medical professional. I think that needs to be kept personal ,Neutral,AI making harmful or wrong decisions,Incorrect medical advice or health risks,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,30f4d871-1311-47f2-9639-0803eabd113c,That they could come to some harm such as in an emergency thinking they have called an ambulance when they haven't or financial harm if they sign an agreement that turns out to be a scam,Negative,AI making harmful or wrong decisions,AI making legal or contractual commitments,Financial loss or unauthorized spending,Irreversible or hard-to-correct mistakes,"Security risks, hacking, and fraud",,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,79af3db0-beb8-461c-9ac6-fd8545b0b087,That they could make the wrong one,Negative,AI making harmful or wrong decisions,,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,e0ab2807-c7e8-4f50-b07a-e4b5e57720af,"That they don’t understand humans are complex and change their minds, decision making is a process for humans ",Negative,AI misunderstanding family needs or context,"Lack of human judgment, empathy, or nuance",,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,764540fb-4437-4b63-a849-7c46bae329bd,That they get it wrong as it doesn't fully understand. ,Negative,AI making harmful or wrong decisions,AI misunderstanding family needs or context,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,2a1ca2e0-afb1-47aa-a8c8-79415defda59,That they give out information about my family's bank details.,Neutral,Data privacy breaches and information leaks,Financial loss or unauthorized spending,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,60c6d5f0-a172-42f2-8f73-f6874d8e1e06,That they make the wrong decision and it effects the health of a family member badly.,Negative,AI making harmful or wrong decisions,Emotional or relational harm to family,Incorrect medical advice or health risks,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,6b04435f-c5db-4b31-bf49-a15c762a055d,That they make wrong decisions and I have to then take responsibility for the repercussions ,Negative,AI making harmful or wrong decisions,No accountability for AI errors,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,45938af8-8c02-4a8f-bff3-ff3ad747ce93,That they may be incorrect or inconvenient. That they interfere with my family’s life in a negative way . ,Negative,AI making harmful or wrong decisions,Emotional or relational harm to family,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,3d02285a-322f-4f75-9287-d5f348fe6de8,That they will get it wrong,Negative,AI making harmful or wrong decisions,,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,bd4e62bb-b2a6-49ce-bec3-9098e1ad4fbd,The AI Assistant making the wrong decision entirely which then could result in catastrophic consequences that may not be easily resolved ,Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,63a21a1c-8b9f-41cf-9cd4-109054962867,The AI makes mistakes! I’ve seen it do it. If it didn’t make mistakes I’d have no fear about it making decisions for my family ,Neutral,AI making harmful or wrong decisions,,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,7895a53c-c38c-45aa-86c3-7dcb38632202,The AI making a costly mistake leading to problems or privacy issue ,Negative,AI making harmful or wrong decisions,Data privacy breaches and information leaks,Financial loss or unauthorized spending,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,782a6e62-54ff-4d4a-88ba-35ddb158988e,The Ai making a catastrophic mistake such as moving all my funds to somebody elses bank account,Negative,AI making harmful or wrong decisions,Financial loss or unauthorized spending,Irreversible or hard-to-correct mistakes,"Security risks, hacking, and fraud",,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,e2ff2efe-d7a0-4e2b-9fd4-38cd8fbf4ee2,"The biggest concern would be any significant errors, having a significant impact on me or my family.",Neutral,AI making harmful or wrong decisions,,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,d27833e7-c068-494a-8d8e-7c48186f36f3,The biggest risk is it making the wrong decision. Especially if my 11 year old used it to rely on. There should be a age restriction from using it but i'm not sure how that would be controlled especially since young children have so much access to technology. It worries me that maybe generally it may stop making there own decisions in some aspects of AI,Neutral,AI making decisions for children or vulnerable members,AI making harmful or wrong decisions,"Lack of human judgment, empathy, or nuance","Over-reliance on AI, loss of human skills",,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,7ebd8b8c-17f9-4973-a0d5-41533186de89,The biggest single risk is over-reliance leading to loss of human judgement and critical thinking.,Negative,Loss of personal control or autonomy,"Over-reliance on AI, loss of human skills",,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,bb2d33d1-1b7c-423b-8de9-2758bbc6a5a6,"The decision might not be what we want at that time, it might not benefit us and may cause family problems.",Negative,AI making harmful or wrong decisions,AI misunderstanding family needs or context,Emotional or relational harm to family,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,fafa3584-1c27-4961-8bd8-8fac741e613a,The emotional aspect of raising a family cannot be replicated by a bot. ,Neutral,AI replacing human roles in the family,"Lack of human judgment, empathy, or nuance",,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,764534b3-a998-49f9-9610-b45254d18405,The need to consult with other family members before making a decision - whether it be financial or health related. ,Neutral,Decisions made without consent or approval,Financial loss or unauthorized spending,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,45a7acd8-f5f5-4fe7-867c-c5f00a5d87aa,The reliability and safety of those decisions,Positive,AI making harmful or wrong decisions,,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,851b2d8a-a29a-4797-843f-69412fe9224f,The risk of the Ai making a big mistake that can’t be rectified,Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,2d065aae-f9b0-4947-9773-38b69955d74a,"The risk that it could become corrupt and go rogue, slowly poisoning us with a friendly demeanour ",Negative,AI being manipulated or exploited by others,AI making harmful or wrong decisions,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,94fc0cfa-2bc6-4694-a2ce-58717663f9b3,"The single biggest risk I fear about an AI assistant making decisions for my family is the lack of genuine human judgment. AI might overlook emotional, cultural, or moral factors, leading to choices that seem logical but could harm relationships, values, or well-being. Trusting technology without human oversight could risk deeply personal and sensitive decisions.


",Negative,"AI making decisions based on logic, not values",AI making decisions that conflict with family values,Emotional or relational harm to family,"Lack of human judgment, empathy, or nuance",Loss of personal control or autonomy,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,dc58d5c4-062e-4e15-85e0-c05a06cb818f,"The single biggest risk I fear is the AI making a wrong or inappropriate decision in a health-related situation, such as misinterpreting symptoms, booking the wrong type of consultation, or overlooking something urgent.",Negative,AI making harmful or wrong decisions,Incorrect medical advice or health risks,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,4ffd2bcc-25d1-49a0-a807-c37bbe733bc1,"The single biggest risk or fear would be putting my families health emotional ,physical and financial in danger",Neutral,AI making harmful or wrong decisions,Emotional or relational harm to family,Financial loss or unauthorized spending,Incorrect medical advice or health risks,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,8916bb19-cdca-488d-b87f-fdefba04446e,"The technology is relatively new and I don't trust it 100% yet and have found some flaws in the responses when using an AI assistant for recent tasks. As a result, until my trust is 100% I would at least want to approve anything an AI assistant decided for my family.",Neutral,Decisions made without consent or approval,Loss of personal control or autonomy,Loss of trust in technology,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,2a4c7373-a6df-412b-9a25-8c804a606e42,"They commit resources (e.g., money) without my approval. They sign contracts without my approval. Basically, the role of an AI assistant should be just that: to assist, not take over decision making authority. ",Negative,AI making legal or contractual commitments,Decisions made without consent or approval,Financial loss or unauthorized spending,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,54e8c934-3d35-4bec-8fa0-906f7eff03de,They could potentially harm my family financially or even physically and mentally.,Negative,AI making harmful or wrong decisions,Emotional or relational harm to family,Financial loss or unauthorized spending,Incorrect medical advice or health risks,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,c222884b-7c3d-4e00-b6cf-d8f167ceb9bd,They make a decision that risks the life of a family member - change medication that isnt prescribed etc.,Neutral,AI making decisions for children or vulnerable members,AI making harmful or wrong decisions,Incorrect medical advice or health risks,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,97f65b62-0bb6-4c5f-b38f-040a0fcd29a0,They make a mistake that has a financial impact or that involves medical professionals unnecessarily ,Negative,AI making harmful or wrong decisions,Financial loss or unauthorized spending,Incorrect medical advice or health risks,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,59515fc6-0a8b-47f1-96f7-818c506e7114,They make an error and cause serious consequences ,Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,f94e25e8-86fd-43dc-a351-fc675f4a9ce1,Ultimately AI systems are designed and built by commercial companies and historically these companies or companies like them have abused their position for their own gain. No company can truly trusted to be absolutely altruistic. The biggest risk is that decisions could be skewed for profit rather than for my benefit.,Neutral,AI acting in interests of third parties or companies,Loss of personal control or autonomy,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,841de538-e11a-4175-8bde-103eb9617a56,"Value misalignment. I think this is my biggest fear with AI generally, so yes, this, particularly with anything to do with my family. I think there should ALWAYS be some sort of final decision or kill switch option available to human users of AI, particularly when it comes to our own wellbeing. You're just asking for trouble if you don't put systems in place that can shut things down instantly and create a pause so you can evaluate a situation, or change your mind about something.",Neutral,"AI making decisions based on logic, not values",AI making decisions that conflict with family values,Difficulty overriding or reversing AI actions,Loss of personal control or autonomy,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,78f1a0b4-f6cc-4e3e-ab13-ea4369bfed7a,"Well-intentioned but erroneous decision-making.  Also, I don't want AI acting like a Victorian nanny and insisting on the safest course of action instead of the most fun.  I worry that AI will be devoid of nuance, and that once very sophisticated it will prioritise needs over wants.",Negative,"AI making decisions based on logic, not values",AI making harmful or wrong decisions,"Lack of human judgment, empathy, or nuance",,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,df7ce290-042f-4a41-bb28-b670ce0d2429,Whether the medical advice given is wrong that could cause serious issues an example being side effects from medications,Negative,AI making harmful or wrong decisions,Incorrect medical advice or health risks,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,1e00bd56-2bee-4f75-9603-653efd010ac7,Why on earth would I trust some random rubbish computer program developed by someone else to make decisions I am perfectly capable of myself. ,Negative,Loss of personal control or autonomy,Loss of trust in technology,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,6df5e683-82c4-42ce-a98b-17b9deb8c758,communicate things that i disagree with. ,Neutral,AI making decisions that conflict with family values,,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,b0f2e8c4-88f1-491d-a8ac-96ab913620f3,"hacks ,is it trustworthy ,is it reliable ,will it become more dependable ,software faults",Neutral,Lack of transparency or explainability in decisions,Loss of trust in technology,"Security risks, hacking, and fraud",,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,3e498192-f1a0-4a78-b2e9-908d00cc81c4,i fear mistakes in communication will occur without ways of correcting them,Negative,AI making harmful or wrong decisions,Difficulty overriding or reversing AI actions,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,4c76fa07-4f7f-43fe-8a73-543204f201fb,"inaccuracy and harm to humans from the advice given by AI, or the decision that the AI had made for you.",Negative,AI making harmful or wrong decisions,,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,a35239a4-8b12-4866-8a17-5dba2e965239,inadvertent mistakes that cannot be overridden,Negative,AI making harmful or wrong decisions,Difficulty overriding or reversing AI actions,Irreversible or hard-to-correct mistakes,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,ffcc7419-ccad-4c32-a009-010efd12d026,it may ger something wrong and cause harm,Negative,AI making harmful or wrong decisions,,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,3cddea42-4f60-4aa5-8073-934edb6099d3,it may make decisions which might not be right and very dangerous,Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,eab29fd5-76b5-4235-b7de-8475f61ce5cc,leaking our private info and make bad decisions,Negative,AI making harmful or wrong decisions,Data privacy breaches and information leaks,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,dbbfbc63-8add-41b0-895c-3608fd880669,misuse of financial details and disclosure of medical and financial details,Negative,Data privacy breaches and information leaks,Financial loss or unauthorized spending,Unwanted sharing of sensitive health data,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,9bfb37d0-58e8-4c48-9549-3b469203aaed,that it causes harm to my family.,Negative,AI making harmful or wrong decisions,,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,01087201-2428-45b2-9c95-eab1d65949cb,that it could be wrong and it could lead to harm or damages towards my family,Negative,AI making harmful or wrong decisions,,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,56ee71a2-2db5-4719-be3a-19f2969c07af,that it might employ changes that go unnoticed and cause future complications,Neutral,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,fb72e384-dd72-4ecb-971a-cba59606153f,that it would give terrible advice,Negative,AI making harmful or wrong decisions,,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,c602f862-f772-4b99-ac9f-95ede116649f,"that it would make the wrong decisions, causing severe threats to life or finances",Negative,AI making harmful or wrong decisions,Financial loss or unauthorized spending,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,f76328e7-28e3-448c-9f86-6966dc954ccd,that the decision would be wrong and harmful to my family,Negative,AI making harmful or wrong decisions,,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,41aa9081-a0da-4acd-933e-a4eee932f97e,the AI doing something which I'm not happy with before consulting with me and my family,Negative,Decisions made without consent or approval,,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,9738acdd-067e-434d-85ab-ed59fd52b45e,the biggest fear is that they get a diagnosis wrong,Negative,Incorrect medical advice or health risks,,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,094aecb0-36ef-494c-ab73-d6c3012c3d03,the biggest risk is if they make a mistake,Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,7d5df5bb-541c-4693-a4d6-1fed61251f91,the trust that they are doing the right thing. Al cannot replace a human and family. ,Neutral,"Lack of human judgment, empathy, or nuance",Loss of trust in technology,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,46795599-6a77-4a60-b639-84b3b1a61e87,AI making the incorrect decision which would put a loved ones health ar risk. Also making any financial transactions with regards to family health. Changing usual carers without discussion first.,Neutral,AI making decisions for children or vulnerable members,AI making harmful or wrong decisions,Decisions made without consent or approval,Financial loss or unauthorized spending,Incorrect medical advice or health risks,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,bbe608e7-6a32-4113-8452-b98f670f2a04,AI often gets things wrong. I would like to know what it is planning to do before it does it so that I can give or withhold permission.,Neutral,AI making harmful or wrong decisions,Decisions made without consent or approval,Lack of transparency or explainability in decisions,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,a7cab551-84a1-4e4d-9815-f31a7e64a374,AI providing misinformation leading to unwise decisions,Negative,AI making harmful or wrong decisions,,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,ba45674a-fd74-4967-9009-ac7b321a186f,AIs can hallucinate. This could cause a major error,Neutral,AI making harmful or wrong decisions,,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,a25dd336-7de7-4fbd-a1eb-330b2ee976fe,"An inappropriate or wrong decision that could cause damage to health, relationships, finances etc.",Negative,AI making harmful or wrong decisions,Emotional or relational harm to family,Financial loss or unauthorized spending,Incorrect medical advice or health risks,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,a8740624-99dd-4622-9454-9a3e19e2e1bb,At this moment in time I wouldn't trust AI to make decisions for my family,Neutral,Loss of personal control or autonomy,Loss of trust in technology,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,db456bcb-2974-432f-872a-f1cba3feba87,"Breach of personal data, sharing data without my consent. Losing control of our family decisions.",Negative,Data privacy breaches and information leaks,Loss of personal control or autonomy,Unwanted sharing of sensitive health data,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,6e9eb3c4-ae28-4315-8ce6-2932c5fe7343,"Causing direct harm, by either providing wrong healthcare information, or financial harm, by signing up to expensive agreements without consent ",Negative,Financial loss or unauthorized spending,Incorrect medical advice or health risks,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,fc07d228-9a72-46af-9cae-9c2d2662f4dc,"Confidentiality is a basic issue. Also, if there are limitations to how an AI could perform and permission shoild always be seek by the family before a decision could be made.",Neutral,Data privacy breaches and information leaks,Decisions made without consent or approval,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,19566480-28b0-4c13-916e-1880b60653e9,"Confidentiality which has risk of vulnerability if it is communicated to wrong people.

We maybe expose to harm.",Negative,AI making harmful or wrong decisions,Data privacy breaches and information leaks,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,f84b3fa1-aa74-4cb8-9db5-fe079fd6fc28,Decisions could be incorrect,Negative,AI making harmful or wrong decisions,,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,a9bd048c-0c2a-4847-9de4-ef991bb4ae11,Decisions that are NOT authorized ,Negative,Decisions made without consent or approval,,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,6d9959be-a3dc-4ae8-9e03-93b50fc64345,Detrimental to our health and risks of financial loss and it is not working in our best interest.,Negative,AI acting in interests of third parties or companies,AI making harmful or wrong decisions,Financial loss or unauthorized spending,Incorrect medical advice or health risks,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,20bf79d7-a218-4823-be20-9d8c252cfe74,Erroneous actions which have to personal or financial consequences ,Neutral,AI making harmful or wrong decisions,Financial loss or unauthorized spending,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,5b8079d8-1e9a-4920-a4c6-b235af67bf6d,Errors with their decisions,Neutral,AI making harmful or wrong decisions,,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,7b07bb62-c383-40ab-9501-23d474f9894e,Families are complex systems and I don't feel that AI has the capacity to understand the nuances of family life and interactions.,Neutral,AI misunderstanding family needs or context,"Lack of human judgment, empathy, or nuance",,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,6494daeb-ea23-499a-b6fc-7c497fea68cd,Getting a critical decision wrong and that leading to harm,Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,31f9e645-4f20-4598-9653-0c7e60a5da0f,Getting it wrong and impacting on risk or damage.,Negative,AI making harmful or wrong decisions,Irreversible or hard-to-correct mistakes,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,6dd0dc6a-ee33-4ae2-a8cd-17af87dba348,Getting it wrong and spending monies,Negative,AI making harmful or wrong decisions,Financial loss or unauthorized spending,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,cccce1eb-f5d4-46ba-83ba-810b30570880,Getting things wrong and harming ,Negative,AI making harmful or wrong decisions,,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,7acacce1-9b6e-4631-a783-f758ebdaca3b,Giving wrong advice about a serious medical condition ,Negative,AI making harmful or wrong decisions,Incorrect medical advice or health risks,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,444ef59e-cd31-4044-881c-38a277757951,Hackers could exploit this features and use the AI to cause harm,Negative,AI being manipulated or exploited by others,"Security risks, hacking, and fraud",,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,364b513c-c9c1-41b4-af75-929dadae1ad1,Harm to the well being of my children,Positive,AI making decisions for children or vulnerable members,AI making harmful or wrong decisions,Emotional or relational harm to family,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,adc03713-061b-4be9-beaa-eb7aef5ca759,Health wise them recommending something that turns out to be fatal . ,Negative,Incorrect medical advice or health risks,,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,fe3a09b9-7e8c-4818-b56f-4161af023c7e,I am afraid that it would make a wrong decision that would be harmful for my family. That is why I would want to be asked for permission at all times so that I could review the decision before authorizing it. ,Negative,AI making harmful or wrong decisions,Decisions made without consent or approval,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,05dbbe92-7c35-4a30-9e3b-7e70ac92eba4,"I am most concerned about the security of my private data, such as medical records. They are private now and AI wouldn't make me change my mind that it is now somehow acceptable for my employer to have access to it",Neutral,Data privacy breaches and information leaks,Unwanted sharing of sensitive health data,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,97f11b8f-3cf0-4636-a3e5-fca5598f4c85,"I do not really have any big fears,but I guess I would be slightly concerned that they misinterpreted something which is to my detriment ",Neutral,AI making harmful or wrong decisions,AI misunderstanding family needs or context,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,e0e0c462-053b-457d-b722-ad800b3404c2,I do not trust AI assistants fully yet,Negative,Loss of trust in technology,,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,b09b3023-7094-4083-bc1f-04733775a2e9,"I don't have any fear because it will never happen. I am nearly 70 so will not be using AI to any great extent. I have no family. If I WAS to use it extensively, my fear would be that of losing my own autonomy and the AI making decisions without my say-so.",Neutral,Loss of personal control or autonomy,Other,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,50375d87-0f8e-4e8f-96d2-599ccf71761c,"I don't think AI should make any decisions for a family. I shouldn't be able to access finances for example, because it could make an error and pay or send money to the wrong person, or an incorrect amount. I think its useful for helping eg plan your week or something, but not do important things for you. ",Neutral,AI making harmful or wrong decisions,Decisions made without consent or approval,Financial loss or unauthorized spending,Loss of personal control or autonomy,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,f46982c3-b12b-41dc-b7e6-36056ceff32f,I don’t have the final say and it has a large impact. AI can support but a human should always have the final say ,Neutral,Decisions made without consent or approval,Loss of personal control or autonomy,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,abb6c5a9-e7b5-498a-ab73-82113deeae8d,"I fear all decisions about my family that AI would make.  My family life is important to me, and I will make the decisions 



",Neutral,AI replacing human roles in the family,Decisions made without consent or approval,Loss of personal control or autonomy,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,b654b344-ba7b-42a5-ab2c-321c68a3783e,I fear of information that the AI knows being spread elsewhere or utilized for harm ,Negative,Data privacy breaches and information leaks,"Security risks, hacking, and fraud",,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,6f7d5a64-5603-42a2-8bd7-ccefb734f4b8,I fear that an AI assistant can be hacked and used maliciously.,Negative,AI being manipulated or exploited by others,"Security risks, hacking, and fraud",,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,bb76a115-5559-42ee-9463-46706b7b9f28,I fear they will make the wrong decision or do something that I am unaware of or wouldn’t approve of,Negative,AI making harmful or wrong decisions,Decisions made without consent or approval,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,2a7449ed-d69c-4b17-8c62-3c3ea2f53ced,I just feel like as a parent this should be a decision I make when I look at all of the options ,Neutral,Loss of personal control or autonomy,,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,376316a3-e22c-4d05-82e0-79423780b45c,I just hope it works out. ,Neutral,Uninformative answer,,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,4ccc18a2-2391-41fc-aa93-70cc025e3c6b,"I see AI being a two way street, it can export data, and it can import data, I am not fully sure about the loop being open or closed to outside influences. I can instruct what not to send outside, but not really what comes in to it.",Neutral,Data privacy breaches and information leaks,Lack of transparency or explainability in decisions,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,79d39349-270f-447c-9940-57f0e1c8f8eb,"I suppose that the AI assistant gets it wrong and then the consequences of that in the real life. These AI assistants do come with glitches and are not always perfect, and if something where to go wrong whilst it was caring for and making decisions for my family it could make the wrong decisions, for example not tell a hospital my child was allergic to penicillin, the dr could give them penicillin and the result could range from mildly bad to catastrophic ",Neutral,AI making harmful or wrong decisions,Incorrect medical advice or health risks,Irreversible or hard-to-correct mistakes,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,4c7cb5fe-0cc5-476b-aded-7227fb25d903,I think if it's making decisions like the ones listed above then I wouldn't actually use it. I want it to help me not act on my behalf. I don't know what risk could come of that but it seems dodgy to me.,Negative,Loss of personal control or autonomy,Other,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,375e0da2-05e0-4ab6-9057-dd11073b3ca7,I think spending money is a big concern. It shouldn’t have any access to your bank account because getting refunds is difficult and I think Ai actions should always be monitored by humans.,Negative,Difficulty overriding or reversing AI actions,Financial loss or unauthorized spending,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,472d0722-2916-4dd4-9501-24cec56f1100,I think the single most fear about AI making decisions for me is its inability to act in my best interest and doing what it perceives to be right which might not be right for me.,Negative,"AI making decisions based on logic, not values",AI making harmful or wrong decisions,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,ba338c89-3197-4113-869a-144190ff7bbe,"I worry that AI is quite a recent breakthrough, and we do not know the full capability of it. For vulnerable family members, I think that human interaction is important for reassurance.",Neutral,AI making decisions for children or vulnerable members,Emotional or relational harm to family,"Lack of human judgment, empathy, or nuance",,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,00e49964-9d9f-40eb-b450-87e5e60a2d16,I would be concerned they would make the wrong choice that would be unhelpful and could cause problems such as someone getting even sicker.,Negative,AI making harmful or wrong decisions,Incorrect medical advice or health risks,,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,88c80a95-d731-4223-8763-0ee9a8ec4d53,"I would be worried that the AI would put someone at risk of harm, whether financially, medically or emotionally.",Neutral,AI making harmful or wrong decisions,Emotional or relational harm to family,Financial loss or unauthorized spending,Incorrect medical advice or health risks,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,d5964dc2-f788-4177-9d89-0df7f18c505d,I would be worried that they would make a decision that makes sense on paper but is the wrong decision for people. For example spending money which was deliberately being set aside for another purchase.,Negative,"AI making decisions based on logic, not values",AI making harmful or wrong decisions,Financial loss or unauthorized spending,,,,,
43ce42e1-50f3-4a2a-8b48-b8add5041354,adbd8e88-e520-4338-93dc-ca2a025543a5,I would like AI to be mainly advisory. I would make decisions based on information that the AI had gathered. I would like the AI to recommend a best option and to be able to explain why it thought that it's recommendation was the best option. I would make the decision and then I could delegate to the AI the permissions to carry out that decision. ,Neutral,Lack of transparency or explainability in decisions,Loss of personal control or autonomy,,,,,,
