Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10
d1bfc55d-4bb4-40fd-a94b-4392be23582b,Spending more time chatting with an AI.,Neutral,Emotional support and companionship,,,,,,,,,
11e1a9c2-ca34-4b81-abb0-62ebdcfb3b55,Started to use Google significantly less for looking for some stuff on internet.,Neutral,Using AI instead of traditional web search,,,,,,,,,
8ce22992-84d9-46f0-bdbb-f679762f3022,"Supermarkets till have been replaced by self service and self paid machines. 

Online return items are being returned without any human interaction in shopping malls.",Neutral,Automation of routine/repetitive tasks,Customer service/chatbots replacing humans,,,,,,,,
2f2d8fd2-8eea-4553-b0f6-4ca98d5e3cf9,Task can now be automated and easy to use,Positive,Automation of routine/repetitive tasks,Faster task completion and time savings,,,,,,,,
733651a9-0bfa-4fa6-84ae-2754d248f11a,Tasks finish quicker cause of AI summaries.,Neutral,Faster task completion and time savings,"Writing help: emails, documents, summaries",,,,,,,,
18008824-8766-4fd2-8a0d-e4fb70a7432a,"Thanks to AI, I have more time to spend with my family.",Positive,Faster task completion and time savings,,,,,,,,,
64b1c986-2088-4758-9376-f15abf9025c7,"Thanks to AI, my work becomes faster and more accurate",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,Quality improvement in communication style,,,,,,,
56efba8c-30e1-4244-b584-a42a10eeeeb0,That I can use AI to do things quickly that used to take me a lot of time to do myself like setting up apppintments.,Neutral,Faster task completion and time savings,"Scheduling, organization, and reminders",,,,,,,,
b869ba2d-0d5b-4dc5-87eb-a9887fd07e57,That I could supercharge my learning journey - both in spoken languages and programming languages,Neutral,Coding assistance and debugging,"Learning aid: studying, tutoring, explanations",Translation and language support,,,,,,,
4fcbaa61-c693-43c2-8809-21d28e4644e8,"That I have been able to optimize my work times, since AI helps me with my tasks",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
e6802b28-1b63-482c-ba1c-a63266013240,That I sometimes use AI to help draft documents. I then check again using AI grammar checkers.,Neutral,Quality improvement in communication style,"Writing help: emails, documents, summaries",,,,,,,,
0b13127f-99cf-4353-ba32-2eb336dfc9b1,That I trust videos and pictures I see online much less. ,Neutral,Greater distrust of online media/deepfakes,,,,,,,,,
d8b3be0d-a853-4a61-b21a-425dfe8b05a1,"That procedures are streamlined when using AI, as they reduce waiting times.",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
6619e809-199f-4d92-b39c-694366b240dc,That the usage of AI has become far more widespread and elements of it are noticeable in all forms of media ,Neutral,Increased exposure to AI-generated content,,,,,,,,,
67f8ef96-a1fe-41cc-b111-86309b4eb000,"The ""productivity"" of my creative activities have increased.",Positive,Brainstorming and creativity support,Faster task completion and time savings,,,,,,,,
9096dd56-f922-4919-82d8-cec923a07207,"The ability to find places for me and help me to understand what is around me (and my car) thanks to AI would seem silly to most. However, I have spatial issues and get lost incredibly easily (to the point where it shocks other people), even when using Google Maps. As a result, I can now use an AI app, along with Google maps (separately) when driving, to not be scared anymore, get lost, and feel more peaceful when driving. I am so grateful and it has saved me a lot of headaches and tears.",Neutral,Improved accessibility for disabilities/ESL,Smart home and everyday tool integration,,,,,,,,
220de792-44e0-4dcd-b9e1-5762f2583770,"The ability to search, compare, and organize ideas, and create programs and steps to implement ideas in a professional and fast manner.",Positive,Brainstorming and creativity support,Improved productivity and efficiency at work,Research acceleration and information synthesis,,,,,,,
b42ea2c7-852e-45f5-8a45-4282787cb811,The amount of work available has decreased.,Negative,Job displacement and reduced opportunities,,,,,,,,,
c11cb0da-9551-4766-aa10-2a138e8c5296,The availability of many tools that take one command and produce a result that if done on my own take days but for them take minutes,Neutral,Automation of routine/repetitive tasks,Faster task completion and time savings,,,,,,,,
63a0df2b-5bc0-4b47-ae3f-cbd706cc442b,"The biggest change I’ve noticed is that AI makes my work feel lighter by automating tasks, for example chatbots now quickly answer customer questions.",Positive,Automation of routine/repetitive tasks,Customer service/chatbots replacing humans,Improved productivity and efficiency at work,,,,,,,
02723295-9e4b-47ee-be62-edbb3ba6c588,"The biggest change is probably how quickly I can get information. Before, I had to search a lot, but now AI tools summarize everything for me in seconds. It’s like carrying a smart assistant.
",Positive,Faster task completion and time savings,Research acceleration and information synthesis,,,,,,,,
e07df88b-5f6e-400d-a605-931cff56201d,"The biggest change is that it has become a tool that I use daily. It helps me express and formulate my thoughts more clearly and quickly, because I used to find this very difficult in the past.",Positive,Faster task completion and time savings,Quality improvement in communication style,"Writing help: emails, documents, summaries",,,,,,,
b1f4dd7b-2216-4ddb-b28f-68ddf5d55fa3,"The biggest change was and is saving my time, although I always analyze what the AI ​​chat answers to my questions, etc., but it makes my life much easier.",Positive,Faster task completion and time savings,Reduced independent thinking/overreliance,,,,,,,,
5106f63f-8230-4ec2-a453-b0dd5f49b03f,"The biggest shift I've noticed in my day-to-day existence is how much simpler it is to obtain information and finish jobs fast thanks to AI tools.  AI is now a standard component of my work and education, helping with everything from writing assistance to concept organization and even research simplification.  It feels like it has blended into daily routines more seamlessly than before.",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,Research acceleration and information synthesis,"Writing help: emails, documents, summaries",,,,,,
377e195d-05a5-4bf9-93c3-7fa92af5c9d2,"The brainstorming process has completely changed. As long as you have a device with Internet connection, you can look up for anything. It's definitely good for time saving and reliable information but concerning for brain development at the same time ",Neutral,Brainstorming and creativity support,Faster task completion and time savings,Reduced independent thinking/overreliance,Using AI instead of traditional web search,,,,,,
ff716b69-1521-4213-9b58-d1e178777757,"The changes are more dependent on AI for decision making, of course with various mature considerations.",Neutral,Personal decision-making and recommendations,Reduced independent thinking/overreliance,,,,,,,,
dce5a4e5-f268-4151-acdf-798b34fd70ee,"The conversational LLMs like Gemini, ChatGpt has replaced most of my conventional Google searches. Even if I do search something on Google, there is almost always a concise summary of my query generated automatically by Gemini as such, it reduced the need to think about how good a certain website listed in the search is, in answering my query. In short, it saves me a lot of time in reading and gathering information.",Positive,Faster task completion and time savings,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,
6be83d53-391a-40c5-8ae8-2eb76927809a,The copywriter who made my ideas become reality,Positive,"Content creation: images, music, videos","Writing help: emails, documents, summaries",,,,,,,,
4afd0be3-9a4e-433e-9640-5a9c6fa9363b,The cost of learning new knowledge is reduced and learning can be done quickly.,Positive,"Learning aid: studying, tutoring, explanations",,,,,,,,,
044da6a1-2e3a-4cd6-b197-e757be25451e,"The creation of text documents has been accelerated, and information retrieval has become more convenient.",Positive,Faster task completion and time savings,Research acceleration and information synthesis,,,,,,,,
ecec48d5-7411-4f69-a2d4-13644382c0fa,"The ease with which I can get answers to any situation or question I may have. For example, telling him what kind of movies I like so he can recommend similar ones and I don't have to waste time searching.",Positive,Faster task completion and time savings,Personal decision-making and recommendations,,,,,,,,
f4aad10d-011b-480c-a00e-1bc7a85b9bc9,The ease with which I can organise information using AI applications.,Positive,"Scheduling, organization, and reminders",,,,,,,,,
89520e5c-11a3-45fd-a268-4860d3849bec,"The efficiency and comprehension

",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
42028bf0-84b0-4241-9f6c-0962ba25536c,"The efficiency of handling some trivial matters has become higher, and AI can inspire me on many issues.",Positive,Brainstorming and creativity support,Faster task completion and time savings,,,,,,,,
ffd89b79-8b15-495f-ad87-1b2842ea907e,The efficiency of using working time has increased. Production errors using human labor have decreased. What attracts me most in AI is - Multitasking. It covers a huge range of tasks to be solved in everyday life.,Positive,Automation of routine/repetitive tasks,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,
576a57bc-b46c-4eb1-9880-99d2592ea27c,"The emotional support in crisis situations and the time savings from helping me develop documents
",Positive,Emotional support and companionship,Faster task completion and time savings,"Writing help: emails, documents, summaries",,,,,,,
a194535f-72ff-4685-88f8-76e50a5b3c7a,"The fact of having any type of document, interview preparation or even specific studies with quick ease.",Positive,"Learning aid: studying, tutoring, explanations",Resume/CV and job application assistance,"Writing help: emails, documents, summaries",,,,,,,
0da00d5a-1b7b-43de-bc68-7a4d071d95fc,"The fact that I have access to so much more organized information, regarding everything I can think of is enough.",Positive,Research acceleration and information synthesis,,,,,,,,,
c17350e8-a4eb-40bc-8538-fc203e354f09,The information I get via the internet isn't any more just by google chrome.,Neutral,Using AI instead of traditional web search,,,,,,,,,
020e260e-1435-478f-b040-d0aef53e9961,"The job market. It's been really irritating that hiring managers use AI to shortlist resumes and candidates use AI to make it ATS friendly, and everybody just hiding their personal life. ",Neutral,Job displacement and reduced opportunities,Resume/CV and job application assistance,,,,,,,,
e16bc805-5fd9-4ddd-961a-3602252846ea,The moments became more,Neutral,Uninformative answer,,,,,,,,,
7e6cc2fa-a656-4f3b-841d-63abdfc154dd,"The most notable change was realizing that I no longer waste time trying to start a task; I simply type everything into a prompt, and the AI gives me the completed work. All I have to do is check that the task was completed correctly, refine certain details, and finish. Something that could take me hours before AI, I now do in minutes.",Neutral,Faster task completion and time savings,Improved productivity and efficiency at work,Reduced independent thinking/overreliance,,,,,,,
db715d55-f531-4bd8-9727-285a4f005a1f,"The most noticeable change I can name is communicating with external stake holders. For example you are calling your bank helpline, there is automated AI, you are calling the GP and you ll have the same thing. Additionally, the new financial models predicted by AI helped a lot in small business. ",Neutral,Customer service/chatbots replacing humans,Improved productivity and efficiency at work,Personal decision-making and recommendations,,,,,,,
5ea2cf36-c99f-416a-98ea-063e8d31b179,The most noticeable change as a result of AI in the past year has been how much easier AI has made it for me to be able to find answers to questions that I have (AI has made it simpler and easier for me to be able to find answers to things that I want to learn more about).,Positive,"Learning aid: studying, tutoring, explanations",Research acceleration and information synthesis,,,,,,,,
597a42c3-323b-4b61-9df4-1b9ee27282b2,"The most noticeable change for me has been how AI has become a constant partner in my creative and professional work. I use it to brainstorm ideas, draft outlines, and even refine my writing. It's like having a co-author who's available 24/7. This has significantly reduced the time I spend on the initial, more tedious parts of a project, freeing me up to focus on the deeper creative aspects.",Positive,Brainstorming and creativity support,Faster task completion and time savings,"Writing help: emails, documents, summaries",,,,,,,
77ef2400-29b7-4533-872a-1963e34a23f9,"The most noticeable change has been how much easier and faster daily tasks have become. AI helps me with writing, searching for information, managing schedules, and even automating small actions like sending messages or getting recommendations. It saves me time and makes everyday life more convenient.",Positive,Automation of routine/repetitive tasks,Faster task completion and time savings,Improved productivity and efficiency at work,Personal decision-making and recommendations,"Scheduling, organization, and reminders","Writing help: emails, documents, summaries",,,,
5a88b373-d1d1-458a-9330-e67e3d3dda6c,"The most noticeable change has been how much easier it is to access information and generate ideas quickly. AI tools have become part of my daily workflow—whether that’s summarizing long texts, helping me draft clearer messages, or giving me creative prompts when I’m stuck.",Positive,Brainstorming and creativity support,Faster task completion and time savings,Improved productivity and efficiency at work,Research acceleration and information synthesis,"Writing help: emails, documents, summaries",,,,,
4b185975-863d-4135-b24e-7a8fb08db984,"The most noticeable change has been how much faster I can prepare lessons and resources. AI helps me generate ideas, examples, and even quizzes in minutes, which saves time I can spend directly with students. At the same time, I’ve noticed students using AI more in their own work, which means I’ve had to adjust how I teach and assess to make sure learning is genuine.",Neutral,Faster task completion and time savings,Improved productivity and efficiency at work,"Learning aid: studying, tutoring, explanations",,,,,,,
bf94ee96-d576-4f92-9778-a857e7c7615c,"The most noticeable change has been how often I rely on AI for support in my work. It saves me time troubleshooting technical issues, and I also notice more services using chatbots instead of people. This has made some tasks faster, but it also feels less personal compared to speaking with a human",Neutral,Customer service/chatbots replacing humans,Faster task completion and time savings,,,,,,,,
ba5a0d08-0ac5-469e-8d3f-bc9d53ed5cd8,"The most noticeable change has been how often I use AI tools to simplify daily tasks. From writing support and research to navigating work projects and even personal planning, AI has made my routines faster and more efficient. It saves me time, gives quick insights, and helps me stay organized, which has significantly reduced stress in both my studies and work life",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,"Learning aid: studying, tutoring, explanations",Research acceleration and information synthesis,"Scheduling, organization, and reminders","Writing help: emails, documents, summaries",,,,
0a99b8bd-8830-4941-a1c9-c1b70ce15fec,"The most noticeable change has been how seamlessly AI integrates into daily tasks drafting emails, summarizing articles, planing schedules, or even generating ideas. What once took focused effort now happens in seconds and that gives me more free time for my personal activities.",Positive,Automation of routine/repetitive tasks,Brainstorming and creativity support,Faster task completion and time savings,Improved productivity and efficiency at work,"Scheduling, organization, and reminders","Writing help: emails, documents, summaries",,,,
4ab20198-652e-4fa6-a43b-99c5c31420ea,"The most noticeable change has been increased efficiency and convenience in daily tasks. AI helps me quickly create content, research and compare options before making decisions, and even manage communication. This saves me a lot of time and reduces stress, allowing me to focus more on important activities rather than repetitive tasks.",Positive,Automation of routine/repetitive tasks,Faster task completion and time savings,Improved productivity and efficiency at work,Personal decision-making and recommendations,Research acceleration and information synthesis,,,,,
9fe960c6-93a7-4fa5-b5aa-9fa51053507a,"The most noticeable change has been relying on AI tools for daily tasks like writing, translating, and organizing. I use AI chatbots for quick answers, and automated systems have replaced many human interactions in customer service and support. This has made life more efficient but also less personal.",Neutral,Customer service/chatbots replacing humans,Improved productivity and efficiency at work,"Scheduling, organization, and reminders",Translation and language support,"Writing help: emails, documents, summaries",,,,,
0de99fdc-5e7f-456f-a81e-ad58fd5d8542,"The most noticeable change has been time saved in daily tasks. AI now helps me draft and publish content, schedule meetings, and automate small workflows. It reduces repetitive work, making me more efficient and freeing time for higher-value activities. I also notice smoother communication and easier access to information, which improves both my productivity and personal organization.",Positive,Automation of routine/repetitive tasks,Faster task completion and time savings,Improved productivity and efficiency at work,Research acceleration and information synthesis,"Scheduling, organization, and reminders",,,,,
52f50705-0edb-43cf-8084-0df689c598dc,"The most noticeable change has been using AI coding assistants like GitHub Copilot and ChatGPT for my development work. Instead of spending hours debugging or researching solutions, I can now get instant help with code problems, which has significantly sped up my workflow and reduced the frustration of getting stuck on technical issues.",Positive,Coding assistance and debugging,Improved productivity and efficiency at work,,,,,,,,
e353692d-8bc3-40c4-a1c6-017540242f59,"The most noticeable change in daily life due to AI over the past year has been an increased reliance on AI tools for efficiency—whether drafting messages, summarizing content, or automating routine tasks.",Positive,Automation of routine/repetitive tasks,Faster task completion and time savings,Improved productivity and efficiency at work,"Writing help: emails, documents, summaries",,,,,,
a8dc232b-2033-40ac-91e6-bf54291272e1,The most noticeable change in my daily life as a result of AI is that I can find accessible and cheap therapy. I don't have time to go to therapy nor do not want to spend a lot of money on it. AI has helped me cope with my emotions whenever I want. ,Positive,Emotional support and companionship,Health and medical advice (non-urgent),,,,,,,,
cff86ca3-ec10-4e18-8bf3-fc89197cd054,"The most noticeable change in my daily life due to AI in the past year has been how much easier it is to get quick, reliable help with tasks—whether it’s drafting emails, organizing my schedule, or even learning new skills. It saves me time and makes me more productive.",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,"Learning aid: studying, tutoring, explanations","Scheduling, organization, and reminders","Writing help: emails, documents, summaries",,,,,
7261694c-6caa-4f6f-8081-bd0260d4630c,"The most noticeable change in my daily life due to AI in the past year has been the faster and more personalised assistance I receive for tasks like learning, booking, planning, and problem-solving.
",Positive,E-commerce/travel planning and comparisons,Faster task completion and time savings,Improved productivity and efficiency at work,"Learning aid: studying, tutoring, explanations",More personalized experiences across apps,,,,,
e8100d1b-8ac0-44cb-b9c5-45297eb63736,"The most noticeable change in my daily life due to use or assistance of AI is that it has made life easier for me because now it takes a few minutes to find information on certain topics, draft emails, notices which usually is to take hours to search information on search engines like Chrome and lot of brain racking.",Positive,Faster task completion and time savings,Research acceleration and information synthesis,Using AI instead of traditional web search,"Writing help: emails, documents, summaries",,,,,,
32dd36de-6f0f-49d8-860b-93db26c40024,"The most noticeable change in my daily life from AI this past year has been the ease of getting quick, reliable answers and support—whether for work, learning, or everyday tasks—saving me time and effort.",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,Research acceleration and information synthesis,,,,,,,
de1660da-394c-4c5e-9f2b-615e7236f98e,"The most noticeable change in my daily life has been the increased use of AI for enhancing communication and information retrieval.

",Positive,Improved productivity and efficiency at work,Quality improvement in communication style,Research acceleration and information synthesis,,,,,,,
b8e5651b-4dd4-481c-a902-8078965e3867,"The most noticeable change in my daily life has been the increased use of AI for preparing emails, creating technical documents, conducting research and supporting coding and analytics tasks.

Also, generating new ideas, deriving solutions, etc.",Neutral,Brainstorming and creativity support,Coding assistance and debugging,Improved productivity and efficiency at work,Research acceleration and information synthesis,"Writing help: emails, documents, summaries",,,,,
8e9f057c-5969-4959-b686-cec00180f6d5,The most noticeable change in my daily life is probably using AI for learning new topics and to understand topics that I did not understand in class.,Neutral,"Learning aid: studying, tutoring, explanations",,,,,,,,,
99fc1e65-15f0-4228-b63e-5a0719bb80e9,The most noticeable change in my daily life is relying on AI for the most things I engage in. This has benefitted me by gaining more technical knowledge and understanding deeper depths in Artificial intelligence.,Positive,"Learning aid: studying, tutoring, explanations",Reduced independent thinking/overreliance,,,,,,,,
e2d30180-1c1e-4a4d-b455-eb6fe5801a14,"The most noticeable change in my daily life over the past year has been using AI-powered tools for work and personal tasks, which has made certain activities faster and easier.",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
510f3eaa-2376-4270-833f-a6f7c81fce8f,"The most noticeable change is AI becoming essential to my daily workflow. I use AI assistants daily for drafting, automating tasks, and research, which has dramatically increased my productivity. It's shifted from a novelty to a natural part of how I work, freeing up mental energy for more strategic thinking.",Positive,Automation of routine/repetitive tasks,Improved productivity and efficiency at work,Research acceleration and information synthesis,,,,,,,
3c840f43-db20-4037-8aca-7e25c75f1d32,The most noticeable change is helping in summaries and research.,Positive,Research acceleration and information synthesis,"Writing help: emails, documents, summaries",,,,,,,,
6d74a208-e228-4b24-8362-1966728bad17,The most noticeable change is that now I can take any talk or suggestion with ease.,Positive,Personal decision-making and recommendations,,,,,,,,,
2c9fc0ed-828c-40d0-9ed5-c282356c1c5a,"The most noticeable change was that AI has been pushing human workers out in my field. AI translations are much faster and cheaper than translations carried out by humans. Even if AI makes more error, it is still preferred, thus finding job has been harder. I also had to look for job within the AI systems, which is something that I had not dealt with before or had encountered during my university preparing for work. ",Neutral,Job displacement and reduced opportunities,Translation and language support,,,,,,,,
db5fbe22-0849-470d-be1d-00b1d3c695a9,"The most noticeable changes in my life due to AI in the past year is how much easier and faster things get done when i use AI ,this has saved me a lot of time and made me more productive.",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
a4baee5c-9c2b-4885-a48b-9b7f0823a02b,The most noticeable thing in my life as a result of use of AI is greater efficiency and convenience.,Neutral,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
f6b26c97-e05a-461d-a4ab-d429771352fc,"The most significant change is that before, when I encountered a problem, I would first turn to search engines, but now I would choose to turn to artificial intelligence.",Neutral,Using AI instead of traditional web search,,,,,,,,,
2132b97b-e813-4fd2-ad95-f107a8baa27b,The noticeable change in my life has been summarized information at my fingertip. It was easier than to google,Neutral,Faster task completion and time savings,Research acceleration and information synthesis,,,,,,,,
757af6cf-1766-451d-ac86-37bb414155b1,The possibility to be competitive in all aspects when writing to interact with an employer or a business partner. The edge it gives you if you choose the right prompts. The fact that 90%of the world population does yet have a clue of what to do with AI. ,Neutral,Improved productivity and efficiency at work,Quality improvement in communication style,Resume/CV and job application assistance,,,,,,,
1cf9d82e-6fc1-46d8-9902-2846ae922688,"The quality - with AI assistance, the mind has ample information to process and come up with the best dealing with situation, also deepens the understanding. - AI offers time and effort saving, makes life simpler and reduces repetition pain.",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
08fa8bec-fda6-44d5-854d-db49d21c892b,The quality of business correspondence and information retrieval has improved.,Positive,Quality improvement in communication style,Research acceleration and information synthesis,,,,,,,,
6587e883-89bc-477f-b0f9-5ced62a1cb11,The research stage of projects has been made quicker and more efficient,Neutral,Faster task completion and time savings,Improved productivity and efficiency at work,Research acceleration and information synthesis,,,,,,,
519f08e6-ef2b-4dcc-a41e-6cb9c2adaccd,The responses I get in messages or images and also advertisements use AI most of the time,Negative,Increased exposure to AI-generated content,,,,,,,,,
8e9664fd-aeb7-4d48-9c74-09c3646fcc5c,"The result of the AI work that I used last year was that AI helped me provide creative ideas so that it made it easier for me to do work, then AI was connected to my email or workapace so that it made it easier for me to open emails, schedules, and others.",Positive,Brainstorming and creativity support,Faster task completion and time savings,Improved productivity and efficiency at work,"Scheduling, organization, and reminders",,,,,,
49dc90ac-49ea-456a-9cce-a310669a2af4,The speed and convenience of things changing and being improved has increased. The ability to create music is a very noticeable change and one i have enjoyed through AI,Positive,"Content creation: images, music, videos",Faster task completion and time savings,,,,,,,,
dc131144-b8a4-474a-807b-00c7f61772a9,The speed and fluidity with which I carry out my daily tasks.,Positive,Faster task completion and time savings,,,,,,,,,
c90ac3bb-05ff-4687-8390-981f9b1ce1b1,The speed of doing work has been increased and more efficiently. The things i couldn't do past year now i can do with just one click,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
de347458-59c5-4275-bc6c-ed9559bae37a,"The time generally taken by mundane tasks has been reduced. Internet searches are made easy.

",Positive,Faster task completion and time savings,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,
1ad22472-69df-4a77-8cda-64a06ef64200,The time it saves me. I am in constant email communication with clients. I now use AI to write most of my email responses. I input the main points and AI generates complete emails. It has cut my time in communication by over half.,Neutral,Faster task completion and time savings,Improved productivity and efficiency at work,Quality improvement in communication style,"Writing help: emails, documents, summaries",,,,,,
a04b88a0-cf8a-4e31-8148-b75c4ef27759,The usage of it increased,Neutral,Not much/no noticeable change for some,,,,,,,,,
a5a3620d-a9d3-4ad0-81f5-28338890e76a,The use of AI for broadcast advertising in mass media,Neutral,Improved productivity and efficiency at work,Increased exposure to AI-generated content,,,,,,,,
6d5c52db-b0a2-4504-892f-525ebb694ced,The use of AI has helped me to sort out things in a better manner and also helped me to brainstorm about topics.,Positive,Brainstorming and creativity support,"Scheduling, organization, and reminders",,,,,,,,
c5dfa18b-e53f-4473-97a9-bc6b0a58a696,The very noticeable thing is upskilling skills where I gained lot of technical skills related to ai.,Positive,"Learning aid: studying, tutoring, explanations",Other,,,,,,,,
18b56a02-b016-44dd-9f55-f8f1845fd57d,"The way things are researched, written and responded to (not necessarily by me, I am often on a receiving end of AI content)",Neutral,Increased exposure to AI-generated content,,,,,,,,,
980c1651-d73c-46db-982e-a6b0b2f90834,The way we acquire new information has changed dramatically,Neutral,Research acceleration and information synthesis,,,,,,,,,
4b04208d-258b-47d6-9727-0d33dd11b832,"The work has become considerable faster as, comparing different things is much easier now due to AI",Positive,E-commerce/travel planning and comparisons,Faster task completion and time savings,,,,,,,,
82995d0e-0f50-4b29-a699-6d5715cf610e,"There has been an ease in daily tasks and work, such as writing emails, documents and also the possibility of obtaining advice.",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,Personal decision-making and recommendations,Research acceleration and information synthesis,"Writing help: emails, documents, summaries",,,,,
81747403-b10f-4e24-a912-b0966c351fa1,"There have been many significant and noticeable changes in my daily life in the past year due to Artificial Intelligence (AI). The biggest change has been in the way I study. When I find a topic difficult to understand, I use AI tools like ChatGPT, Co-Pilot, etc. These tools explain difficult topics in simple language and also provide instant answers, which has made my studies more effective and time-saving.",Neutral,Faster task completion and time savings,"Learning aid: studying, tutoring, explanations",,,,,,,,
beac460d-962e-42f0-9085-ae1b045dfb85,"There have been no noticeable changes, just sporadic help to find solutions to occasional problems.


",Neutral,Not much/no noticeable change for some,,,,,,,,,
36e5420f-5d33-4f21-8d40-0f3f415cfb0d,"There is no change in my life, I'm not sure about AI whether it is safe or not. ",Negative,Not much/no noticeable change for some,Privacy and security concerns,,,,,,,,
c33b624f-e063-4eae-be12-738f6070c6c4,"There were no big changes last year, but previously, AI has taken away certain opportunities to make money as text writing for some clients who have switched over to AI for writing texts for their websites.",Neutral,Job displacement and reduced opportunities,,,,,,,,,
0fd8fed3-8313-462e-8e01-2eb17e1798f5,There were no major changes.,Negative,Not much/no noticeable change for some,,,,,,,,,
bd3543d8-7814-4689-bcc6-913138eaf797,Things seems more sorted ,Neutral,Faster task completion and time savings,,,,,,,,,
eb1a2328-31a3-4011-809a-3291ee148555,Thinking on behalf of me,Neutral,Reduced independent thinking/overreliance,,,,,,,,,
fa30aa08-6a27-4322-8979-3b48394441f1,Time optimization.,Neutral,Faster task completion and time savings,,,,,,,,,
9901d48e-2321-47e2-a47b-a424e3f975eb,Time saving and optimised work completion ,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
bc7bb939-e9f0-4701-ab6f-a6af61beea42,Time... everything happens very quickly without you thinking about anything.,Neutral,Faster task completion and time savings,Reduced independent thinking/overreliance,,,,,,,,
3d0c2e9f-9bfe-4e14-8498-50ada599904b,Tremendous time has been saved for creating contents.,Positive,"Content creation: images, music, videos",Faster task completion and time savings,,,,,,,,
5fd32e84-3e94-4f55-9430-baaa12578f06,Use fewer Google search results than Google's AI response.,Negative,Using AI instead of traditional web search,,,,,,,,,
cd1b9ba1-fefb-437e-b65f-8a61b1ee3180,Use of google assistant to perform task such as turning my tv on or smart systems such as face recognition and fingerprints as passwords,Neutral,Privacy and security concerns,Smart home and everyday tool integration,,,,,,,,
249bb101-0840-48a3-9c2d-21909c392c87,Using AI has significantly reduced my working hours,Neutral,Faster task completion and time savings,,,,,,,,,
3c237d87-b822-48f2-b85d-44cf9eab76e5,Using AI to create base proposals for my workfliw.  Creating the underlying template for me to edit to my needs.  It has saved a LOT of time allowing me to concentrate on other matters,Neutral,Faster task completion and time savings,Improved productivity and efficiency at work,"Writing help: emails, documents, summaries",,,,,,,
5ebe3b98-0785-43ff-b4a0-3f1dabce3d63,Using chatgpt in life is the most noticeable change,Neutral,Other,,,,,,,,,
2944d835-855f-421e-8d31-27050cc50f94,Using kiosks when ordering instead of talking to a person ,Neutral,Customer service/chatbots replacing humans,,,,,,,,,
5ac70ec1-3e43-493e-8b21-98fbc863ac75,"Verify the Veracity of Information, Photos or Videos.",Neutral,Greater distrust of online media/deepfakes,,,,,,,,,
1f696bd8-2590-44a6-b48a-6dd1bd0ab85b,"Visibility in certain customer service interactions, visibilty on social media generated content, personal use for assisting writing tasks",Neutral,Improved productivity and efficiency at work,Increased exposure to AI-generated content,Quality improvement in communication style,"Writing help: emails, documents, summaries",,,,,,
5067d789-adec-4509-8743-1dce3a53a478,Vocabulary improved,Positive,Translation and language support,,,,,,,,,
55338ca7-14bc-40d0-b452-1cf404b5b2b9,"Well, it helps me more easily with my hobby, which is writing books.

",Positive,Brainstorming and creativity support,"Writing help: emails, documents, summaries",,,,,,,,
507310c7-2e69-40a3-b9be-5261ab9e0e39,"Well, the most nocticeable change in my daily life with the use of AI is that i have been more proactive in learning ew things because i can easily ask the AI systems. It has helped me to learn more things

",Positive,"Learning aid: studying, tutoring, explanations",Research acceleration and information synthesis,,,,,,,,
bddf4762-7760-4618-9489-8305dc14e597,"Well, the use of AI has had many changes in my daily life as I have been able to use it at my job to carry out many tasks. This has made work easy for me as I can take few hour or minutes working on a task, and this has led to reduced pressure and also increased productivity. This also has made me more productive as I'm able to consult AI on areas where I have difficulties, making me have less job-related stress. 
",Positive,Automation of routine/repetitive tasks,Faster task completion and time savings,Improved productivity and efficiency at work,Research acceleration and information synthesis,,,,,,
5447e352-b0bd-445e-ad0b-a8f448929533,"Whatever I use, it takes less time now than before",Neutral,Faster task completion and time savings,,,,,,,,,
63e16e8b-026f-4c57-b813-65b0b6307294,When I go to the takeaway drive through I now talk to an AI robot not a person,Negative,Customer service/chatbots replacing humans,,,,,,,,,
48a9e153-aedf-4455-9a56-c06319297a6b,"When I google something, AI search result will be shown automatically.",Neutral,Increased exposure to AI-generated content,Using AI instead of traditional web search,,,,,,,,
